id,name,address,regionDepth1,regionDepth2,lat,lng,hallType,subTypes_json,mealCost,mealCostMin,mealCostMax,guarantee,guaranteeMin,guaranteeMax,interval,intervalMinutes,venueFee,rentalCostMin,rentalCostMax,phone,website,source_url,source
396,아모르아트 웨딩컨벤션,충북 영동군 영동읍 매천리 303,,,36.16525188702106,127.7786116112482,컨벤션 웨딩홀,[],"뷔페 기준 1인 61,000원(음료·주류 포함 기준으로 안내되는 상품 존재).",61000,61000,"최소 보증인원 250명, 최대 수용 인원 홀 기준 약 700명까지로 안내(동시 연회 전체 기준으로는 2,000명 수용 규모 후기가 있음).",250,700,분리예식,,"과거 계약 후기에서 그랜드홀 기준 대관료 1,500,000원 사례가 있으나, 현재(2024~2026년) 기준 공식 정가·할인 구조는 구체적인 정보 부족.",1500000,1500000,,,https://www.weddic.com/,weddic
397,충주컨벤션센터웨딩홀,충북 충주시 교현동 413-1,,,36.9768464070289,127.936785980279,컨벤션 웨딩홀,[],"웨딩북에 “정가 7,350,000원~ (200명 이상 보증 시 적용)”이라는 총액 기준 금액이 표기되어 있으나, 이 금액 내에 포함된 항목(홀대관·식대·부가 서비스 구성)은 상세 구분이 없어 대관료 세부 구조는 구체적인 정보 부족.",39000,39000,"웨딩북에 “정가 7,350,000원~ (200명 이상 보증 시 적용)”이라는 총액 기준 금액이 표기되어 있으나, 이 금액 내에 포함된 항목(홀대관·식대·부가 서비스 구성)은 상세 구분이 없어 대관료 세부 구조는 구체적인 정보 부족.",150,150,정보 준비중,,"웨딩북에 “정가 7,350,000원~ (200명 이상 보증 시 적용)”이라는 총액 기준 금액이 표기되어 있으나, 이 금액 내에 포함된 항목(홀대관·식대·부가 서비스 구성)은 상세 구분이 없어 대관료 세부 구조는 구체적인 정보 부족.",1200000,1200000,043-854-7777,http://www.weddingclass.co.kr/,https://www.weddic.com/,weddic
398,호텔더베이스 웨딩홀,충북 충주시 호암동 540-2,,,36.9590827823208,127.926829105368,호텔 웨딩홀,[],타 웨딩홀에 비해 식대가 조금 더 비싸긴 한데 그만한 값어치를 하는 것 같아요,,,200명~400~500명 수용 가능(인원 많을 시 추가 공간 개방).,200,500,정보 준비중,,대관료가 없거나 가성비가 굉장히 좋은 것 같아요,0,,043-848-9900,https://www.instagram.com/hotel_thebase_wedding,https://www.weddic.com/,weddic
399,그리너리웨딩,충북 청주시 청원구 사천동 186,,,36.6695005347339,127.471497911438,웨딩홀,[],구체적인 정보 부족.,,,"소규모 하우스웨딩·돌잔치 컨셉으로 10명대~수십 명 규모 소규모 연회 형태로 운영되는 사례가 소개되나, 정확한 최소 보증인원 숫자는 구체적인 정보 부족.",10,10,정보 준비중,,"카페·연회공간 겸용으로 대관·패키지 안내가 가능하다고만 언급되며, 구체적인 금액 정보는 구체적인 정보 부족.",,,043-217-2200,http://www.greenerywedding.com,https://www.weddic.com/,weddic
400,감곡농협예식장,충북 음성군 감곡면 왕장리 518,,,37.1179339846688,127.639949465527,웨딩홀,[],구체적인 정보 부족.,,,구체적인 정보 부족.,,,"3층과 4층 예식, 지하1층 식사",341,구체적인 정보 부족.,,,043-641-2481,,https://www.weddic.com/,weddic
401,벨리스웨딩홀 (2026년 1월 예정),충북 청주시 서원구 남이면 가마리 20-8,,,36.5938989528539,127.469322152117,웨딩홀,[],오픈 예정으로 구체적인 정보 부족.,,,오픈 예정으로 구체적인 정보 부족.,,,동시예식,,오픈 예정으로 구체적인 정보 부족.,,,010-9070-0076,,https://www.weddic.com/,weddic
402,청주그랜드플라자 웨딩홀,충북 청주시 청원구 율량동 500-3,,,36.6665892433029,127.494546218127,호텔 웨딩홀,[],"뷔페·양식 코스 66,000원~ (일반웨딩·동시웨딩 공통).",66000,66000,"일반웨딩 최소 100명, 동시웨딩 최소 200명.",100,200,동시예식,0,무료 제공(웨딩홀·폐백실·스테이지 등).,,,043-290-1100,,https://www.weddic.com/,weddic
403,명성유유예식장,충북 제천시 의림동 51-16,,,37.1384253495819,128.209028185746,웨딩홀,[],구체적인 정보 부족.,,,구체적인 정보 부족.,,,동시예식,,무료.,,,043-643-3110,http://www.yuyuhall.com,https://www.weddic.com/,weddic
404,숲속웨딩공원,충북 괴산군 청안면 읍내리 30,,,36.7728778861766,127.647657037416,야외 웨딩홀,[],"1인 2만~3만원(뷔페, 웨딩크라우드 기준).",20000,30000,협의(명시된 최소/최대 인원 구체적인 정보 부족).,,,"하루 2팀 (12시, 5시 예식)",300,"괴산군 예식장 이용 신혼부부 대상으로 군 지원금 100만원, 충북 인구감소지역 거주자는 추가 100만원 지원(중복 수령 가능, 실제 대관료 총액은 구체적인 정보 부족).",,,043-838-1919,https://blog.naver.com/forestparty,https://www.weddic.com/,weddic
405,마이웨딩,충북 충주시 문화동 1,,,36.9689942360257,127.914414877752,웨딩홀,[],구체적인 정보 부족.,,,구체적인 정보 부족.,,,정보 준비중,,구체적인 정보 부족.,,,043-856-8000,https://smartstore.naver.com/myweddingjewelry1992,https://www.weddic.com/,weddic
406,메리앤웨딩,충북 청주시 서원구 남이면 수대리 178-1,,,36.57008423831581,127.4533487056689,야외 웨딩홀,[],1인 식대는 온라인에 구체적인 단가가 공개되어 있지 않아 구체적인 정보 부족.,,,"최대 수용 인원은 약 800명까지 가능하다고 안내되나, 최소 보증인원(최소 계약 하객 수)은 구체적인 정보 부족.",,,하루 2팀,0,"프로모션 안내에서 “특정 시즌(예: 5주년, 2026년 봄/가을) 대관료 0원” 이벤트가 언급되지만, 기본 정가 대관료는 공개되지 않아 구체적인 정보 부족.",0,202,043-264-6064,http://marrynmari.co.kr/,https://www.weddic.com/,weddic
407,충주농협 하나로웨딩홀,충북 충주시 봉방동 140-22,,,36.97292360748634,127.9213077550842,웨딩홀,[],"1인 20,000원(연회석 기준 식대, 농협 공식 안내).",20000,20000,구체적인 정보 부족.,,,정보 준비중,,구체적인 정보 부족.,,,043-841-2022,,https://www.weddic.com/,weddic
408,내수농협 아모르웨딩홀,충북 청주시 청원구 내수읍 학평리 150-7,,,36.7241629861629,127.540277860473,컨벤션 웨딩홀,[],구체적인 정보 부족.,32000,32000,구체적인 정보 부족.,,,정보 준비중,,구체적인 정보 부족.,,,043-214-0400,,https://www.weddic.com/,weddic
409,이안스퀘어 웨딩,충북 청주시 청원구 율량동 2168,,,36.6652863656519,127.499262646473,야외 웨딩홀,[],뷔페 및 양식 레스토랑 식사 제공,,,200명 이상 보증 시 캐시백 혜택 적용(스몰웨딩 100~200명 유연 가능).,200,200,3시간 단독 사용,180,구체적인 정보 부족.,,,,https://www.instagram.com/eansquare_wedding,https://www.weddic.com/,weddic
410,웨지52,충북 충주시 칠금동 457,,,36.9891659484401,127.89850846397,야외 웨딩홀,[],구체적인 정보 부족.,,,구체적인 정보 부족.,,,정보 준비중,,구체적인 정보 부족.,,,043-846-0016,,https://www.weddic.com/,weddic
411,음성군여성회관 사랑웨딩홀,충북 음성군 음성읍 읍내리 817-12,,,36.93144577146787,127.6919657420525,웨딩홀,[],청주에 비해서 정말 저렴한것같아요,,,구체적인 정보 부족.,,,정보 준비중,,구체적인 정보 부족.,,,043-873-2737,,https://www.weddic.com/,weddic
412,제이원호텔 웨딩홀,충북 청주시 청원구 오창읍 양청리 808-2,,,36.7147079029968,127.439235714787,호텔 웨딩홀,[],"호텔 뷔페(양식·중식·일식 라이브 스테이션, 스페셜 한식), 구체적 1인 수치 미공개.",,,소규모 웨딩 30~100명 가능하나 최소 보증인원 숫자 구체적 정보 부족.,100,100,2시간,120,"별도 대관료 표기 없음, 총액 패키지 형태로 운영 추정.",,,,,https://www.weddic.com/,weddic
413,신혼 예식장,충북 괴산군 괴산읍 동부리 648-3,,,36.8077880668165,127.794777537092,호텔 웨딩홀,[],구체적인 정보 부족.,,,구체적인 정보 부족.,,,정보 준비중,,대관료 1000만원 이상,10000000,,043-833-3101,,https://www.weddic.com/,weddic
414,명암파크호텔 목련웨딩홀,충북 청주시 상당구 명암동 2-1,,,36.6568605892711,127.528157662158,호텔 웨딩홀,[],구체적인 정보 부족.,,,구체적인 정보 부족.,,,정보 준비중,,구체적인 정보 부족.,,,,,https://www.weddic.com/,weddic
415,괴산농협웨딩홀,충북 괴산군 괴산읍 동부리 195-5,,,36.8100154751052,127.797481120966,전통 웨딩홀,[],"잔치국수와 잔치음식이 제공되며, 구체적인 1인 식대 금액은 온라인에 명시되어 있지 않아 구체적인 정보 부족.",,,공식 최소 보증인원 수치는 공개되어 있지 않아 구체적인 정보 부족.,,,동시예식 (식장 내 식당에서 진행),,홀 대관료나 패키지 총액 관련 세부 금액은 공개되어 있지 않아 구체적인 정보 부족.,,,,,https://www.weddic.com/,weddic
416,수안보상록호텔 예식장,충북 충주시 수안보면 온천리 292,,,36.8478959177252,127.989008670793,호텔 웨딩홀,[],"호텔 공식 사이트에 객실·사우나 요금은 상세히 나와 있으나, 예식·연회용 식대(1인 기준) 금액은 별도로 공개되어 있지 않아 구체적인 정보 부족.",,,"그랜드홀 기준 최대 뷔페 300명, 세미나 300명, 극장식 450명까지 수용 가능하다고만 표기되어 있고, 예식 진행 시 최소 보증인원 규정은 공개되어 있지 않아 구체적인 정보 부족.",300,450,정보 준비중,,"대연회실·그랜드홀 대관 관련 “행사 안내”는 있으나, 웨딩·연회 대관료(홀 사용료) 금액표는 별도로 공개되어 있지 않아 구체적인 정보 부족.",,,,,https://www.weddic.com/,weddic
417,지전웨딩홀,충북 영동군 영동읍 계산리 688-28,,,36.174254012817,127.776219768571,웨딩홀,[],구체적인 정보 부족.,,,구체적인 정보 부족.,,,정보 준비중,,구체적인 정보 부족.,,,,,https://www.weddic.com/,weddic
418,로터스101,경북 경산시 갑제동 101-1,,,35.83129231347076,128.7721221821548,웨딩홀,[],"1인 48,000원(뷔페 기준).",48000,48000,200명 이상.,200,200,정보 준비중,,"홀 사용료 1,200,000원.",1200000,,053-817-1234,https://www.instagram.com/lotus101dsj0334,https://www.weddic.com/,weddic
419,더퀸,경북 포항시 남구 대잠동 971-1,,,36.0173900362254,129.343616101822,웨딩홀,[],"1인 50,000원대(뷔페 기준, 플래너·상담 견적에서 “식대 5만원대” 언급).",50000,50000,"기본 안내 200명(플래너 추후 상담), 실제 상담 후기에서는 보증인원 협상 여지가 크고, 조건에 따라 xxx명까지 낮춰주었다는 언급.",200,200,정보 준비중,,"대관료 300만~500만원대 구간으로 후기에 언급되나, 정확한 타임·요일별 세부 금액은 구체적인 정보 부족.",300,,054-283-1111,http://www.thequeenlounge.com/,https://www.weddic.com/,weddic
420,더아트라움,경북 경산시 계양동 681,,,35.81897459366198,128.7480849448597,웨딩홀,[],"46,000원(뷔페 기준).",46000,46000,200명(시간·인원에 따라 할인 혜택 가능).,200,200,동시예식,,"컨벤션홀 120만원, 보니타홀·마리에가든홀 100만원.",100,120,053-811-5000,https://아트라움.kr/,https://www.weddic.com/,weddic
421,더누벨웨딩컨벤션,경북 포항시 남구 대도동 174-4,,,36.01003512175705,129.3609306613622,컨벤션 웨딩홀,[],1인 식대 구체 금액은 온라인에 공개된 수치가 없어 구체적인 정보 부족.,,,최소·권장 보증인원 수치는 명시되어 있지 않아 구체적인 정보 부족(“대형 단독홀”이라는 설명만 존재).,,,단독,,대관료 및 패키지 총액에 대한 구체적인 숫자 정보 부족(상담·방문 시 개별 견적 제시).,,,054-281-9000,https://blog.naver.com/mg5025,https://www.weddic.com/,weddic
422,BW웨딩,경북 구미시 산동읍 성수리 산 16-3,,,36.15713061465567,128.4152909618058,웨딩홀,[],"고급뷔페 41,000~46,000원.",41000,46000,구체적인 수치 미공개.,200,200,90분,90,300만원 이하~300~500만원,300,,054-473-5000,http://bwwedding.co.kr,https://www.weddic.com/,weddic
423,라뷰웨딩컨벤션,경북 구미시 광평동 797-22,,,36.10300824090202,128.3614513825943,컨벤션 웨딩홀,[],"뷔페 식대 1인 45,000원(음주류 포함) 사례, 1인 36,000원(2019년 기준) 후기도 있어 시기·프로모션에 따라 변동.",45000,45000,"200명 최소보증(1층 노블리에홀), 180명 최소보증(4층 라벨리에홀/브릴리에홀)",200,250,동시예식,,,,,054-604-0113,https://blog.naver.com/hsc8800,https://www.weddic.com/,weddic
424,라메르웨딩컨벤션,경북 포항시 북구 환호동 509,,,36.07002822447845,129.3972373427726,컨벤션 웨딩홀,[],"뷔페 40,000원(음주류 포함).",40000,40000,구체적인 수치 미공개.,250,250,1시간 10분 간격,70,구체적인 수치 미공개.,,,1566-9135,http://www.lamerwedding.co.kr,https://www.weddic.com/,weddic
425,그랜드컨벤션웨딩,경북 영주시 휴천동 40-2,,,36.8198100775164,128.623546541047,컨벤션 웨딩홀,[],구체적인 수치 미공개.,,,구체적인 수치 미공개.,,,30분 간격,,구체적인 수치 미공개.,,,054-637-1000,https://www.instagram.com/grandconvention/,https://www.weddic.com/,weddic
426,마리앙스웨딩컨벤션,경북 상주시 복룡동 172-23,,,36.41931454342988,128.1817805271095,컨벤션 웨딩홀,[],"뷔페 1인 45,000원.",45000,45000,"최소 보증인원 200명, 최대 수용인원 700명.",200,700,정각마다 진행,,구체적인 수치 미공개(개별 상담·견적 필요).,,,054-536-2005,,https://www.weddic.com/,weddic
427,더프라미스 웨딩컨벤션,경북 경주시 천군동 산 30-4,,,35.8252517558582,129.290877383753,컨벤션 웨딩홀,[],"뷔페 48,000원(음주류 포함).",48000,48000,200명.,200,200,1시간,60,구체적인 수치 미공개.,,,054-778-9000,https://blog.naver.com/the_promise9225,https://www.weddic.com/,weddic
428,탑웨딩타운,경북 김천시 신음동 577-2,,,36.14547896601461,128.1207721548289,웨딩홀,[],"1인 20,000원~30,000원(뷔페 기준).",20000,30000,"“기타(협의)”로 표기되어 있으며, 최소·최대 인원에 대한 정확한 숫자는 구체적인 정보 부족.",,,시간대 별 예약,120,대관료 금액에 대한 별도 표기는 구체적인 정보 부족.,,,054-430-8888,,https://www.weddic.com/,weddic
429,두리원웨딩홀,경북 안동시 운흥동 300-7,,,36.5605043204595,128.73395352147,웨딩홀,[],웨딩뷔페 식대 구체 금액(1인 기준)은 온라인에 공개되어 있지 않아 구체적인 정보 부족.,25000,30000,"홀·타임별 최소 보증인원 수치는 공개되어 있지 않아 구체적인 정보 부족(3·4층 연회장 동시 1,500석 규모).",100,200,정보 준비중,,"홀대관만 또는 홀대관+패키지(홀대관+원판+본식드레스+본식헤어메이크업) 구성 가능하다는 상담 후기만 있고, 구체적인 대관료 금액은 정보 부족.",,,054-852-6900,http://www.dooriwon.co.kr,https://www.weddic.com/,weddic
430,토미스퀘어가든,경북 구미시 구평동 551-5,,,36.0976726060455,128.43578471618,웨딩홀,[],"2025년 기준 식대 평균 38,000~40,000원, 2026년 식대 평균 50,000~55,000원 안내.",38000,55000,"기본 보증 150명(3F 그랜드볼룸홀, 4F 스퀘어가든홀, 5F 루프탑 웨딩 공통 기준).",150,150,1시간 30분 (재오픈 행사 기간),90,당일 예약 할인 제공,,,054-473-6799,http://tomiwedding.com/default/,https://www.weddic.com/,weddic
431,안동그랜드호텔 웨딩,경북 안동시 성곡동 1569,,,36.5672602097733,128.780522422234,호텔 웨딩홀,[],구체적인 수치 미공개.,,,구체적인 수치 미공개.,,,분리예식,,구체적인 수치 미공개.,,,054-852-1004,http://www.andonggrandhotel.com/,https://www.weddic.com/,weddic
432,포항서밋컨벤션,경북 포항시 북구 우현동 241-11,,,36.0642713374246,129.350566131621,컨벤션 웨딩홀,[],"리시안 홀 350만원, 라보떼 홀 330만원(패키지 포함 대관료, 식대 등 별도, 비수기/성수기 변동).  ...",40000,40000,"리시안 홀 200명, 라보떼 홀 150명(200명 이상 보증 시 할인 적용 가능).  ...",150,200,90분 예식,90,"리시안 홀 350만원, 라보떼 홀 330만원(패키지 포함 대관료, 식대 등 별도, 비수기/성수기 변동).  ...",3300000,3500000,054-250-5000,,https://www.weddic.com/,weddic
433,가야웨딩뷔페,경북 문경시 공평동 721-1,,,36.6159102035841,128.167415029125,웨딩홀,[],"1인 식대 정확한 금액은 공개 자료 기준 구체적인 정보 부족(다만 뷔페 음식 약 80가지 구성, 식대에 주류·음료 포함이라는 후기).",,,최소 보증 인원 수치에 대한 구체적인 정보 부족.,,,예식 후 연회장 별도 이동,50,예식홀 대관료·연출료 등에 대한 구체적인 금액 정보 부족.,,,,,https://www.weddic.com/,weddic
434,포마레웨딩컨벤션,경북 포항시 남구 대도동 169-3,,,36.010378944652,129.3618635624,컨벤션 웨딩홀,[],구체적인 정보 부족.,,,구체적인 정보 부족.,,,정보 준비중,,구체적인 정보 부족.,,,054-283-0077,https://www.instagram.com/pomare_wedding,https://www.weddic.com/,weddic
435,J컨벤션웨딩,경북 구미시 사곡동 438-1,,,36.099409425479,128.3519520519427,컨벤션 웨딩홀,[],"48,000원.",48000,48000,"최소 200명, 최대 900명.",200,900,정보 준비중,,구체적인 정보 부족.,,,,http://j-artwedding.com/,https://www.weddic.com/,weddic
436,라한호텔 포항 웨딩홀,경북 포항시 북구 두호동 367,,,36.0614986066823,129.379658890898,호텔 웨딩홀,[],구체적인 수치 미공개.,,,최대 250명(그랜드볼룸 기준).,250,250,분리예식 (본식 후 4층 식당 이동),,구체적인 수치 미공개.,,,054-275-5000,https://www.instagram.com/lahan_wedding_pohang,https://www.weddic.com/,weddic
437,웨딩파티엘,경북 경주시 노서동 151,,,35.8419276969996,129.201714220159,웨딩홀,[],1인 식대 구체 금액은 온라인에 명시되지 않아 구체적인 정보 부족.,,,홀별 최소·권장 보증인원 수치는 공개되지 않아 구체적인 정보 부족.,,,정보 준비중,,대관료 및 패키지 총액에 대한 구체적인 금액 정보 부족(플래너 블로그에서도 비용 수치는 노출되지 않음).,,,054-771-0690,http://웨딩파티엘.kr,https://www.weddic.com/,weddic
438,상주예식장,경북 상주시 무양동 229,,,36.4213427199891,128.158728816605,웨딩홀,[],구체적인 수치 미공개.,,,100-150명.,150,150,동시예식,,구체적인 수치 미공개.,,,,,https://www.weddic.com/,weddic
439,델루시아 웨딩,경북 구미시 고아읍 원호리 297-61,,,36.17097718545941,128.3227146201396,웨딩홀,[],"1인 50,000원 이하(리뷰에서 전원 “식대 5만원 이하”로 표기).",50000,50000,구체적인 수치 미공개.,,,정보 준비중,,"리뷰 기준 3,000,000원 이하~5,000,000원 구간 언급(“300만원 이하”, “300~500만원”). 정확한 요금표는 구체적인 정보 부족.",3000000,5000000,054-441-2100,https://blog.naver.com/deluxiawedding,https://www.weddic.com/,weddic
440,리첼호텔웨딩,경북 안동시 성곡동 1546,,,36.5680153272596,128.782085690361,호텔 웨딩홀,[],식사 형태(뷔페/코스)·단가에 대한 구체적인 정보 부족.,,,최소 보증 인원 수치에 대한 구체적인 정보 부족.,,,1시간 간격,60,웨딩홀 대관료·연출료 등 세부 금액은 공개되어 있지 않아 구체적인 정보 부족.,,,054-850-9770,,https://www.weddic.com/,weddic
441,오성예식장,경북 구미시 송정동 441-3,,,36.1208695051848,128.351203693709,웨딩홀,[],"1인 20,000원~30,000원대 뷔페(피로연 가격대 2~3만원으로 안내).",20000,30000,지불 보증 인원 200~250명 구간으로 표기(정확한 최소 보증 인원 숫자 외 세부 조건은 구체적인 정보 부족).,250,250,분리예식,,홀 대관료·연출료 등 별도 대관 금액은 공개 자료 기준 구체적인 정보 부족.,,,,,https://www.weddic.com/,weddic
442,남서울웨딩홀,경북 영주시 영주동 352-4,,,36.8273731640509,128.621563410147,웨딩홀,[],호텔출장부페,,,"웨딩북 방문 특전이 “200명 이상 보증 시 캐시백”으로 표기되어 있어, 기본 보증 기준 200명 이상으로 운영되는 것으로 보이나, 정확한 최소 보증 인원 수치는 구체적인 정보 부족.",200,200,예식마다 분리,,홀 대관료 구체 금액은 공개되어 있지 않아 구체적인 정보 부족.,,,,http://www.nwedding.kr/,https://www.weddic.com/,weddic
443,칠보산웨딩홀,경북 영덕군 병곡면 금곡리 230-10,,,36.6320045439334,129.415974046923,웨딩홀,[],구체적인 수치 미공개.,,,구체적인 수치 미공개.,,,정보 준비중,,구체적인 수치 미공개.,,,054-734-5804,,https://www.weddic.com/,weddic
444,교원 드림센터 웨딩홀,경북 경주시 북군동 116,,,35.85189809595153,129.2749409560187,웨딩홀,[],"35,000원(야외 200명 이상), 38,000원(실내 150~200명 미만).",35000,35000,"35,000원(야외 200명 이상), 38,000원(실내 150~200명 미만).",200,200,동시예식,0,"단독 홀 무료 제공(100~150명 미만 기준), 770,000원 사례.",100,770000,054-777-6326,,https://www.weddic.com/,weddic
445,호텔금오산 웨딩홀,경북 구미시 남통동 산 24-9,,,36.11024547715007,128.3097891824175,호텔 웨딩홀,[],"뷔페 39,000원.",39000,39000,"실내 200~250명, 야외 150명.",150,250,2시간,120,"실내 80만원, 야외 100만원.",80,100,054-450-4005,http://www.hotelgeumosan.com/,https://www.weddic.com/,weddic
446,스타컨벤션웨딩,경북 영천시 완산동 1100-1,,,35.96092750138295,128.9336129422643,컨벤션 웨딩홀,[],3만원~4만원.,30000,40000,250~300명.,300,300,정보 준비중,,구체적인 수치 미공개.,,,054-335-7000,,https://www.weddic.com/,weddic
447,코리안 웨딩,경북 의성군 안계면 용기리 497-3,,,36.3817016799869,128.442326554176,호텔 웨딩홀,[],구체적인 정보 부족.,,,구체적인 정보 부족.,,,분리,,구체적인 정보 부족.,10000000,,054-861-3456,,https://www.weddic.com/,weddic
448,뮤지엄웨딩홀,경북 문경시 흥덕동 500-4,,,36.60999573461264,128.2108187398906,웨딩홀,[],구체적인 정보 부족.,,,구체적인 정보 부족.,200,200,1시간30분,90,구체적인 정보 부족.,700000,,,,https://www.weddic.com/,weddic
449,궁전웨딩,경북 의성군 의성읍 후죽리 675-4,,,36.3496684531435,128.695216060833,웨딩홀,[],구체적인 정보 부족.,,,구체적인 정보 부족.,,,1시간,60,구체적인 정보 부족.,800000,,,,https://www.weddic.com/,weddic
450,굿모닝웨딩홀,경북 울진군 죽변면 봉평리 151,,,37.0419080404721,129.412460659084,웨딩홀,[],구체적인 수치 미공개(뷔페 제공).,,,구체적인 수치 미공개.,,,정보 준비중,,구체적인 수치 미공개.,,,054-783-3393,,https://www.weddic.com/,weddic
451,덕구온천호텔 예식장,경북 울진군 북면 덕구리 575,,,37.07874038480451,129.2835654327751,호텔 웨딩홀,[],"호텔 대연회장에서 뷔페 형식으로 제공되며, 1인 식대 정확한 금액은 구체적인 정보 부족.",,,"최소 보증 인원(예: 200명, 250명 등)에 대한 구체적인 수치 정보 부족.",200,250,정보 준비중,,"“대관과 뷔페를 진행한다”는 표현만 있고, 홀 대관료 금액 및 요일·시간별 차등 금액은 구체적인 정보 부족.",,,,,https://www.weddic.com/,weddic
452,둥지웨딩컨벤션,경북 청도군 청도읍 고수리 51-5,,,35.650775955339,128.743804487515,컨벤션 웨딩홀,[],구체적인 정보 부족.,,,구체적인 정보 부족.,,,정보 준비중,,구체적인 정보 부족.,,,054-373-3091,http://www.dgwedding.kr/,https://www.weddic.com/,weddic
453,김천컨벤션웨딩,경북 김천시 대항면 운수리 38-1,,,36.1153842203621,128.015833918418,컨벤션 웨딩홀,[],구체적인 정보 부족.,,,구체적인 정보 부족.,,,동시예식,,구체적인 정보 부족.,,,,,https://www.weddic.com/,weddic
454,명성예식장,경북 영주시 휴천동 708-9,,,36.8198249176483,128.627469237868,교회 웨딩홀,[],구체적인 수치 미공개.,,,구체적인 수치 미공개.,,,정보 준비중,,구체적인 수치 미공개.,,,054-665-2334,,https://www.weddic.com/,weddic
455,더케이호텔경주 웨딩홀,경북 경주시 신평동 150-2,,,35.837501070654,129.291926805435,호텔 웨딩홀,[],"호텔 뷔페 기준 1인 50,000원~70,000원(가족연회 안내 기준, 실제 예식 식대는 홀·일자·인원에 따라 변동 가능).",50000,70000,"최소 보증 200명대 수준으로 안내되며, 인원 규모에 따라 식대 단가·서비스 지원 조건이 달라지는 구조(웨딩홀 자체 안내 표현, 정확한 최소 인원 수치는 구체적인 정보 부족).",200,200,정보 준비중,,정확한 금액 수치는 구체적인 정보 부족.,,,054-770-9156,,https://www.weddic.com/,weddic
456,리베라컨벤션,경남 창원시 성산구 상남동 78-4,,,35.22324878117601,128.6804852366642,컨벤션 웨딩홀,[],"1인 47,000원 뷔페(아이웨딩 기준).",47000,47000,"최소 보증 150명, 최대 수용 700명.",150,700,정보 준비중,,"26년 상반기 견적 공유 글 기준, 홀·타임·이벤트에 따라 상이하며 블로그·컨설팅 견적에서만 구간이 언급되고 있어 공식 사이트 기준 구체적인 금액 정보 부족.",26,,055-282-2600,http://www.rivieraconvention.com/,https://www.weddic.com/,weddic
457,힐스카이 웨딩&컨벤션,경남 창원시 마산회원구 봉암동 산 35-15,,,35.21933127190638,128.6014436147111,컨벤션 웨딩홀,[],//blog.naver.com/woghkdia/223249613405,36000,36000,보증인원 200,200,200,70분 간격,70,//blog.naver.com/woghkdia/223249613405,223,249,055-291-9500,https://cafe.naver.com/hillskywedding,https://www.weddic.com/,weddic
458,파크호텔 예식장,경북 김천시 대항면 향천리 327-3,,,36.1161033182193,128.016900539372,호텔 웨딩홀,[],구체적인 수치 미공개.,,,구체적인 수치 미공개.,,,210분,210,구체적인 수치 미공개(탑웨딩 대비 30~40만원 저렴한 수준).,30,40,054-437-8000,http://hotelparkhabio.co.kr/,https://www.weddic.com/,weddic
459,더리움,경남 진주시 진성면 상촌리 276-1,,,35.18054981111631,128.2211512594895,웨딩홀,[],"대인(중학생 이상) 39,000원, 소인 23,000원(2023년 10월 기준).",23000,39000,"라루체 홀 200명, 벨리타 홀 150명.",150,200,정보 준비중,90,"[라루체 홀] 390만원, [벨리타 홀] 350만원(2023년 10월 기준). 스튜디오 촬영 포함 시 라루체 홀 추가 100만원.",350,390,055-762-0700,https://www.instagram.com/leeum.cheongdam,https://www.weddic.com/,weddic
460,미래웨딩캐슬,경남 창원시 의창구 팔용동 34-10,,,35.23654975955557,128.6424896990559,웨딩홀,[],"1인 39,000원대 뷔페(아이웨딩 기준, 3만 9천원 이하 구간 표기).",39000,39000,"그랜드홀 최소 300명, VIP홀 최소 250명, 로망스홀 최소 200명으로 안내된 자료 있으나, 실제 최신 홀 구성(오페라홀·하모니홀·VIP홀)과 완전히 일치하지 않아 세부 홀별 보증 인원은 구체적인 정보 부족.",200,300,동시예식 (식사 동시 진행),90,"2025년 프로모션 기준 “정상가 대관료 600만 원, 프로모션가 100만 원” 식으로 이벤트가 있으나, 공식 상시 대관료는 구체적인 정보 부족.",5,202,055-288-7800,https://cafe.naver.com/purpleqsd2u,https://www.weddic.com/,weddic
461,JW웨딩컨벤션센터 김해,경남 김해시 삼정동 315,,,35.22775614454614,128.9025310014575,컨벤션 웨딩홀,[],"1인 35,000원(뷔페, 술·음료·부가세 포함).",35000,35000,"일루미아홀 최소 보증 130명, 좌석 160석. 그랜드볼룸홀 최소 보증 160명, 좌석 200석.",130,200,정보 준비중,,"공식 페이지에 별도 대관료 항목 표기는 없고, 드레스·턱시도·헤어메이크업·주례·폐백음식·혼주 메이크업·스냅·영상 등 예식 패키지 구성만 제시되어 있어 구체적인 홀 대관료 정보 부족.",1500000,1500000,055-331-4884,http://www.jwwedding.kr/,https://www.weddic.com/,weddic
462,창원웨딩의전당,경남 창원시 의창구 팔용동 164-3,,,35.2579699887366,128.6098397979001,한옥 웨딩홀,[],정보 준비중,35000,35000,정보 준비중,150,150,정보 준비중,,,,,055-275-2754,http://cafe.naver.com/cwweddingcenter,https://www.weddic.com/,weddic
